rdbms_id,chain_name,vendor_id,vendor_code,vendor_name,logo_path,dl_vendor_menu,dl_vendor_deal,dl_homescreen,dl_restlist,dl_deals,rating,discount_id,discount_type,deal_name,end_date,desktop_voucher,desktop_voucher_end_date,mobile_voucher,mobile_voucher_end_date,cuisine_id,cuisine_title,cuisine_img_new,delivery_time,concatenate_id,s3_link
18,阿不拉肉圓 (台北店),3292,w5zq,阿不拉肉圓 (台北店),https://asia-public.foodpanda.com/dynamic/production/tw/images/vendors/w5zq_sqp.gif,foodpanda://?c=TW&s=c&v=3292,foodpanda://?c=TW&s=e&v=3292,foodpanda://?c=TW,foodpanda://?c=TW&s=s,foodpanda://?c=TW&s=e,3,,,Free delivery!,,,,,,196,便當-小吃,https://foodpanda.com/global_assets/display/2015/11/dpa_nfd/cui/pizza.png,50,329219650,https://s3.amazonaws.com/files.jampp.com/img/foodpanda/TW/TW_3292_196_50_composite.jpg
18,阿不拉肉圓 (台北店),3292,w5zq,阿不拉肉圓 (台北店),https://asia-public.foodpanda.com/dynamic/production/tw/images/vendors/w5zq_sqp.gif,foodpanda://?c=TW&s=c&v=3292,foodpanda://?c=TW&s=e&v=3292,foodpanda://?c=TW,foodpanda://?c=TW&s=s,foodpanda://?c=TW&s=e,3,,,Free delivery!,,,,,,196,便當-小吃,https://foodpanda.com/global_assets/display/2015/11/dpa_nfd/cui/pizza.png,60,329219660,https://s3.amazonaws.com/files.jampp.com/img/foodpanda/TW/TW_3292_196_60_composite.jpg
18,貝倫烘焙餐坊 (台北店),3349,w0km,貝倫烘焙餐坊 (台北店),https://asia-public.foodpanda.com/dynamic/production/tw/images/vendors/w0km_sqp.jpg,foodpanda://?c=TW&s=c&v=3349,foodpanda://?c=TW&s=e&v=3349,foodpanda://?c=TW,foodpanda://?c=TW&s=s,foodpanda://?c=TW&s=e,4,,,Free delivery!,,,,,,175,其他歐系料理,https://foodpanda.com/global_assets/display/2015/11/dpa_nfd/cui/pizza.png,50,334917550,https://s3.amazonaws.com/files.jampp.com/img/foodpanda/TW/TW_3349_175_50_composite.jpg
18,貝倫烘焙餐坊 (台北店),3349,w0km,貝倫烘焙餐坊 (台北店),https://asia-public.foodpanda.com/dynamic/production/tw/images/vendors/w0km_sqp.jpg,foodpanda://?c=TW&s=c&v=3349,foodpanda://?c=TW&s=e&v=3349,foodpanda://?c=TW,foodpanda://?c=TW&s=s,foodpanda://?c=TW&s=e,4,,,Free delivery!,,,,,,175,其他歐系料理,https://foodpanda.com/global_assets/display/2015/11/dpa_nfd/cui/pizza.png,60,334917560,https://s3.amazonaws.com/files.jampp.com/img/foodpanda/TW/TW_3349_175_60_composite.jpg
18,Route66 美式餐廳 (台北店),3350,w1fz,Route66 美式餐廳 (台北店),https://asia-public.foodpanda.com/dynamic/production/tw/images/vendors/w1fz_sqp.jpg,foodpanda://?c=TW&s=c&v=3350,foodpanda://?c=TW&s=e&v=3350,foodpanda://?c=TW,foodpanda://?c=TW&s=s,foodpanda://?c=TW&s=e,4,,,Free delivery!,,,,,,179,美墨料理,https://foodpanda.com/global_assets/display/2015/11/dpa_nfd/cui/pizza.png,60,335017960,https://s3.amazonaws.com/files.jampp.com/img/foodpanda/TW/TW_3350_179_60_composite.jpg
18,Route66 美式餐廳 (台北店),3350,w1fz,Route66 美式餐廳 (台北店),https://asia-public.foodpanda.com/dynamic/production/tw/images/vendors/w1fz_sqp.jpg,foodpanda://?c=TW&s=c&v=3350,foodpanda://?c=TW&s=e&v=3350,foodpanda://?c=TW,foodpanda://?c=TW&s=s,foodpanda://?c=TW&s=e,4,,,Free delivery!,,,,,,179,美墨料理,https://foodpanda.com/global_assets/display/2015/11/dpa_nfd/cui/pizza.png,70,335017970,https://s3.amazonaws.com/files.jampp.com/img/foodpanda/TW/TW_3350_179_70_composite.jpg
18,貳樓 Second Floor Cafe,3353,w2ex,貳樓 Second Floor Cafe (台北仁愛店),https://asia-public.foodpanda.com/dynamic/production/tw/images/vendors/w2ex_sqp.jpg,foodpanda://?c=TW&s=c&v=3353,foodpanda://?c=TW&s=e&v=3353,foodpanda://?c=TW,foodpanda://?c=TW&s=s,foodpanda://?c=TW&s=e,4,,,Free delivery!,,,,,,198,早午餐,https://foodpanda.com/global_assets/display/2015/11/dpa_nfd/cui/pizza.png,70,335319870,https://s3.amazonaws.com/files.jampp.com/img/foodpanda/TW/TW_3353_198_70_composite.jpg
18,貳樓 Second Floor Cafe,3353,w2ex,貳樓 Second Floor Cafe (台北仁愛店),https://asia-public.foodpanda.com/dynamic/production/tw/images/vendors/w2ex_sqp.jpg,foodpanda://?c=TW&s=c&v=3353,foodpanda://?c=TW&s=e&v=3353,foodpanda://?c=TW,foodpanda://?c=TW&s=s,foodpanda://?c=TW&s=e,4,,,Free delivery!,,,,,,198,早午餐,https://foodpanda.com/global_assets/display/2015/11/dpa_nfd/cui/pizza.png,75,335319875,https://s3.amazonaws.com/files.jampp.com/img/foodpanda/TW/TW_3353_198_75_composite.jpg
18,貳樓 Second Floor Cafe,3353,w2ex,貳樓 Second Floor Cafe (台北仁愛店),https://asia-public.foodpanda.com/dynamic/production/tw/images/vendors/w2ex_sqp.jpg,foodpanda://?c=TW&s=c&v=3353,foodpanda://?c=TW&s=e&v=3353,foodpanda://?c=TW,foodpanda://?c=TW&s=s,foodpanda://?c=TW&s=e,4,,,Free delivery!,,,,,,243,無國界料理與創意料理,https://foodpanda.com/global_assets/display/2015/11/dpa_nfd/cui/pizza.png,70,335324370,https://s3.amazonaws.com/files.jampp.com/img/foodpanda/TW/TW_3353_243_70_composite.jpg
18,貳樓 Second Floor Cafe,3353,w2ex,貳樓 Second Floor Cafe (台北仁愛店),https://asia-public.foodpanda.com/dynamic/production/tw/images/vendors/w2ex_sqp.jpg,foodpanda://?c=TW&s=c&v=3353,foodpanda://?c=TW&s=e&v=3353,foodpanda://?c=TW,foodpanda://?c=TW&s=s,foodpanda://?c=TW&s=e,4,,,Free delivery!,,,,,,243,無國界料理與創意料理,https://foodpanda.com/global_assets/display/2015/11/dpa_nfd/cui/pizza.png,75,335324375,https://s3.amazonaws.com/files.jampp.com/img/foodpanda/TW/TW_3353_243_75_composite.jpg
